NC_045512.2,MN996532.1,96.117,29877,1136,7,16,29890,1,29855,0.0,48724
NC_045512.2,MT040335.1,85.979,26589,3568,138,3335,29857,3312,29806,0.0,28301
NC_045512.2,MT040335.1,84.151,3199,483,21,18,3207,19,3202,0.0,3077
NC_045512.2,MT040333.1,85.973,26585,3576,129,3335,29857,3312,29805,0.0,28293
NC_045512.2,MT040333.1,84.120,3199,484,21,18,3207,19,3202,0.0,3072
NC_045512.2,MT072864.1,85.939,26592,3580,136,3335,29857,3294,29795,0.0,28262
NC_045512.2,MT072864.1,84.120,3199,484,21,18,3207,1,3184,0.0,3072
NC_045512.2,MT040334.1,85.951,26586,3576,131,3335,29857,3312,29801,0.0,28256
NC_045512.2,MT040334.1,84.151,3199,483,21,18,3207,19,3202,0.0,3077
NC_045512.2,MT040336.1,85.945,26589,3573,138,3335,29857,3312,29802,0.0,28247
NC_045512.2,MT040336.1,84.089,3199,485,21,18,3207,19,3202,0.0,3066
NC_045512.2,MG772933.1,89.116,21729,2278,68,6,21696,6,21685,0.0,26943
NC_045512.2,MG772933.1,88.907,6833,728,25,23075,29899,22992,29802,0.0,8392
NC_045512.2,MG772934.1,88.655,18272,2036,34,3329,21581,3247,21500,0.0,22223
NC_045512.2,MG772934.1,89.000,6827,715,28,23084,29899,22931,29732,0.0,8414
NC_045512.2,MG772934.1,92.726,3217,227,6,6,3219,6,3218,0.0,4638
NC_045512.2,AY395003.1,82.344,17716,2941,169,3956,21577,3832,21454,0.0,15213
NC_045512.2,AY395003.1,80.100,5417,986,68,22539,27910,22378,27747,0.0,3947
NC_045512.2,AY395003.1,90.079,1653,145,12,28257,29894,27999,29647,0.0,2126
NC_045512.2,AY395003.1,79.173,1887,359,28,55,1923,1,1871,0.0,1277
NC_045512.2,AY394996.1,82.344,17716,2941,169,3956,21577,3868,21490,0.0,15213
NC_045512.2,AY394996.1,80.100,5417,986,68,22539,27910,22414,27783,0.0,3947
NC_045512.2,AY394996.1,90.079,1653,145,12,28257,29894,28035,29683,0.0,2126
NC_045512.2,AY394996.1,79.283,1926,362,31,16,1923,1,1907,0.0,1312
NC_045512.2,AY304488.1,82.332,17716,2943,169,3956,21577,3868,21490,0.0,15202
NC_045512.2,AY304488.1,80.059,5416,990,67,22539,27910,22414,27783,0.0,3936
NC_045512.2,AY304488.1,89.994,1619,143,12,28257,29860,28117,29731,0.0,2074
NC_045512.2,AY304488.1,79.335,1926,361,31,16,1923,1,1907,0.0,1317
NC_045512.2,AY304486.1,82.332,17716,2943,169,3956,21577,3868,21490,0.0,15202
NC_045512.2,AY304486.1,80.022,5416,992,67,22539,27910,22414,27783,0.0,3925
NC_045512.2,AY304486.1,89.957,1633,145,12,28250,29867,28110,29738,0.0,2089
NC_045512.2,AY304486.1,79.283,1926,362,31,16,1923,1,1907,0.0,1312
NC_045512.2,AY390556.1,82.321,17716,2945,169,3956,21577,3883,21505,0.0,15191
NC_045512.2,AY390556.1,80.100,5417,986,68,22539,27910,22429,27798,0.0,3947
NC_045512.2,AY390556.1,90.018,1633,144,12,28257,29874,28132,29760,0.0,2095
NC_045512.2,AY390556.1,79.257,1938,361,34,6,1923,6,1922,0.0,1314
NC_045512.2,EU371564.1,82.315,17716,2946,169,3956,21577,3883,21505,0.0,15186
NC_045512.2,EU371564.1,79.922,5379,994,62,22539,27878,22429,27760,0.0,3871
NC_045512.2,EU371564.1,89.957,1633,145,12,28257,29874,27884,29512,0.0,2089
NC_045512.2,EU371564.1,79.463,1938,357,36,6,1923,6,1922,0.0,1336
NC_045512.2,AY394985.1,82.313,17714,2950,168,3956,21577,3633,21255,0.0,15186
NC_045512.2,AY394985.1,80.081,5417,987,68,22539,27910,22179,27548,0.0,3941
NC_045512.2,AY394985.1,90.200,1653,143,12,28257,29894,27882,29530,0.0,2137
NC_045512.2,AY394985.1,77.784,1688,343,27,252,1923,1,1672,0.0,1011
NC_045512.2,AY278554.2,82.315,17716,2946,169,3956,21577,3868,21490,0.0,15186
NC_045512.2,AY278554.2,80.081,5417,987,68,22539,27910,22414,27783,0.0,3941
NC_045512.2,AY278554.2,90.200,1653,143,12,28257,29894,28088,29736,0.0,2137
NC_045512.2,AY278554.2,79.305,1928,358,35,16,1923,1,1907,0.0,1312
NC_045512.2,EU371559.1,82.310,17716,2947,169,3956,21577,3883,21505,0.0,15180
NC_045512.2,EU371559.1,80.081,5417,987,68,22539,27910,22429,27798,0.0,3941
NC_045512.2,EU371559.1,90.080,1633,143,12,28257,29874,28103,29731,0.0,2100
NC_045512.2,EU371559.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY559093.1,82.310,17716,2947,169,3956,21577,3867,21489,0.0,15180
NC_045512.2,AY559093.1,80.044,5417,989,68,22539,27910,22413,27782,0.0,3930
NC_045512.2,AY559093.1,90.061,1630,143,12,28257,29871,28087,29712,0.0,2095
NC_045512.2,AY559093.1,79.221,1925,359,35,19,1923,3,1906,0.0,1301
NC_045512.2,AY394994.1,82.308,17714,2951,168,3956,21577,3868,21490,0.0,15180
NC_045512.2,AY394994.1,80.081,5417,987,68,22539,27910,22414,27783,0.0,3941
NC_045512.2,AY394994.1,90.200,1653,143,12,28257,29894,28117,29765,0.0,2137
NC_045512.2,AY394994.1,79.232,1926,363,31,16,1923,1,1907,0.0,1306
NC_045512.2,AY394986.1,82.308,17714,2951,168,3956,21577,3832,21454,0.0,15180
NC_045512.2,AY394986.1,80.063,5417,988,68,22539,27910,22378,27747,0.0,3936
NC_045512.2,AY394986.1,90.200,1653,143,12,28257,29894,28081,29729,0.0,2137
NC_045512.2,AY394986.1,79.120,1887,360,28,55,1923,1,1871,0.0,1271
NC_045512.2,MK211376.1,82.317,17701,2945,167,3956,21562,3882,21491,0.0,15176
NC_045512.2,MK211376.1,79.524,5079,946,77,22346,27386,22238,27260,0.0,3531
NC_045512.2,MK211376.1,85.743,2483,309,32,27385,29836,27788,30256,0.0,2582
NC_045512.2,MK211376.1,77.738,2237,449,42,6,2218,5,2216,0.0,1327
NC_045512.2,KY417146.1,82.304,17716,2949,169,3956,21577,3883,21506,0.0,15176
NC_045512.2,KY417146.1,81.339,7620,1268,119,22346,29885,22237,29782,0.0,6052
NC_045512.2,KY417146.1,77.559,2237,453,42,6,2218,6,2217,0.0,1304
NC_045512.2,JX163927.1,82.304,17716,2948,169,3956,21577,3843,21465,0.0,15175
NC_045512.2,JX163927.1,80.007,5417,991,68,22539,27910,22389,27758,0.0,3927
NC_045512.2,JX163927.1,89.798,1588,143,12,28257,29829,28063,29646,0.0,2017
NC_045512.2,JX163927.1,79.316,1900,355,32,44,1923,1,1882,0.0,1297
NC_045512.2,JX163926.1,82.304,17716,2948,169,3956,21577,3843,21465,0.0,15175
NC_045512.2,JX163926.1,80.044,5417,989,68,22539,27910,22389,27758,0.0,3934
NC_045512.2,JX163926.1,89.798,1588,143,12,28257,29829,28063,29646,0.0,2017
NC_045512.2,JX163926.1,79.316,1900,355,32,44,1923,1,1882,0.0,1297
NC_045512.2,JX163923.1,82.304,17716,2948,169,3956,21577,3843,21465,0.0,15175
NC_045512.2,JX163923.1,80.007,5417,991,68,22539,27910,22389,27758,0.0,3927
NC_045512.2,JX163923.1,89.798,1588,143,12,28257,29829,28063,29646,0.0,2017
NC_045512.2,JX163923.1,79.316,1900,355,32,44,1923,1,1882,0.0,1297
NC_045512.2,JQ316196.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,JQ316196.1,80.063,5417,988,68,22539,27910,22429,27798,0.0,3936
NC_045512.2,JQ316196.1,90.055,1629,143,12,28257,29870,28103,29727,0.0,2093
NC_045512.2,JQ316196.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,FJ882963.1,82.304,17716,2948,169,3956,21577,3864,21486,0.0,15175
NC_045512.2,FJ882963.1,80.015,5419,987,71,22539,27910,22410,27779,0.0,3919
NC_045512.2,FJ882963.1,89.894,1603,143,12,28257,29844,28084,29682,0.0,2045
NC_045512.2,FJ882963.1,79.314,1924,357,35,20,1923,1,1903,0.0,1310
NC_045512.2,DQ898174.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,DQ898174.1,80.063,5417,988,68,22539,27910,22429,27798,0.0,3936
NC_045512.2,DQ898174.1,90.200,1653,143,12,28257,29894,28103,29751,0.0,2137
NC_045512.2,DQ898174.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY864806.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY864806.1,80.081,5417,987,68,22539,27910,22429,27798,0.0,3941
NC_045512.2,AY864806.1,90.200,1653,143,12,28257,29894,28103,29751,0.0,2137
NC_045512.2,AY864806.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY714217.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY714217.1,80.063,5417,988,68,22539,27910,22429,27798,0.0,3936
NC_045512.2,AY714217.1,90.055,1629,143,12,28257,29870,28103,29727,0.0,2093
NC_045512.2,AY714217.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY559096.1,82.304,17716,2948,169,3956,21577,3875,21497,0.0,15175
NC_045512.2,AY559096.1,80.059,5416,990,67,22539,27910,22421,27790,0.0,3936
NC_045512.2,AY559096.1,90.061,1630,143,12,28257,29871,28095,29720,0.0,2095
NC_045512.2,AY559096.1,79.314,1924,357,35,20,1923,12,1914,0.0,1310
NC_045512.2,AY559095.1,82.304,17716,2948,169,3956,21577,3873,21495,0.0,15175
NC_045512.2,AY559095.1,80.044,5417,989,68,22539,27910,22419,27788,0.0,3930
NC_045512.2,AY559095.1,90.067,1631,143,12,28257,29872,28093,29719,0.0,2097
NC_045512.2,AY559095.1,79.201,1928,360,35,16,1923,6,1912,0.0,1301
NC_045512.2,AY559086.1,82.304,17716,2948,169,3956,21577,3867,21489,0.0,15175
NC_045512.2,AY559086.1,80.093,5380,985,62,22539,27879,22413,27745,0.0,3923
NC_045512.2,AY559086.1,90.049,1628,143,12,28257,29869,28038,29661,0.0,2091
NC_045512.2,AY559086.1,79.325,1925,357,35,19,1923,3,1906,0.0,1312
NC_045512.2,AY559085.1,82.304,17716,2948,169,3956,21577,3867,21489,0.0,15175
NC_045512.2,AY559085.1,80.044,5417,989,68,22539,27910,22413,27782,0.0,3930
NC_045512.2,AY559085.1,90.067,1631,143,12,28257,29872,28087,29713,0.0,2097
NC_045512.2,AY559085.1,79.221,1925,359,35,19,1923,3,1906,0.0,1301
NC_045512.2,AY559084.1,82.304,17716,2948,169,3956,21577,3867,21489,0.0,15175
NC_045512.2,AY559084.1,80.063,5417,988,68,22539,27910,22413,27782,0.0,3936
NC_045512.2,AY559084.1,90.122,1640,143,12,28257,29881,28087,29722,0.0,2113
NC_045512.2,AY559084.1,79.221,1925,359,35,19,1923,3,1906,0.0,1301
NC_045512.2,AY559083.1,82.304,17716,2948,169,3956,21577,3917,21539,0.0,15175
NC_045512.2,AY559083.1,80.089,5379,985,62,22539,27878,22463,27794,0.0,3921
NC_045512.2,AY559083.1,90.092,1635,143,12,28257,29876,28137,29767,0.0,2104
NC_045512.2,AY559083.1,79.325,1925,357,35,19,1923,53,1956,0.0,1312
NC_045512.2,AY559082.1,82.304,17716,2948,169,3956,21577,3882,21504,0.0,15175
NC_045512.2,AY559082.1,80.059,5416,988,68,22539,27909,22428,27796,0.0,3934
NC_045512.2,AY559082.1,90.061,1630,143,12,28257,29871,28045,29670,0.0,2095
NC_045512.2,AY559082.1,79.199,1923,359,35,21,1923,20,1921,0.0,1297
NC_045512.2,AY274119.3,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY274119.3,80.044,5417,989,68,22539,27910,22429,27798,0.0,3930
NC_045512.2,AY274119.3,90.200,1653,143,12,28257,29894,28103,29751,0.0,2137
NC_045512.2,AY274119.3,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY323977.2,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY323977.2,80.081,5417,987,71,22539,27910,22429,27798,0.0,3941
NC_045512.2,AY323977.2,90.200,1653,143,12,28257,29894,28103,29751,0.0,2137
NC_045512.2,AY323977.2,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY291451.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY291451.1,80.081,5417,987,68,22539,27910,22429,27798,0.0,3941
NC_045512.2,AY291451.1,90.067,1631,143,12,28257,29872,28103,29729,0.0,2097
NC_045512.2,AY291451.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY502928.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY502928.1,80.063,5417,988,68,22539,27910,22429,27798,0.0,3936
NC_045512.2,AY502928.1,90.067,1631,143,12,28257,29872,28103,29729,0.0,2097
NC_045512.2,AY502928.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY502926.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY502926.1,80.044,5417,989,68,22539,27910,22429,27798,0.0,3932
NC_045512.2,AY502926.1,90.067,1631,143,12,28257,29872,28103,29729,0.0,2097
NC_045512.2,AY502926.1,79.309,1938,360,35,6,1923,6,1922,0.0,1321
NC_045512.2,AY502923.1,82.304,17716,2948,169,3956,21577,3883,21505,0.0,15175
NC_045512.2,AY502923.1,80.081,5417,987,68,22539,27910,22429,27798,0.0,3941
NC_045512.2,AY502923.1,90.067,1631,143,12,28257,29872,28103,29729,0.0,2097
NC_045512.2,AY502923.1,79.360,1938,359,35,6,1923,6,1922,0.0,1325
NC_045512.2,AY394999.1,82.304,17716,2948,169,3956,21577,3868,21490,0.0,15175
NC_045512.2,AY394999.1,80.075,5335,979,60,22539,27835,22414,27702,0.0,3886
NC_045512.2,AY394999.1,90.200,1653,143,12,28257,29894,27702,29350,0.0,2137
NC_045512.2,AY394999.1,79.305,1928,358,35,16,1923,1,1907,0.0,1312
NC_045512.2,AY394998.1,82.304,17716,2948,169,3956,21577,3868,21490,0.0,15175
NC_045512.2,AY394998.1,80.063,5417,988,68,22539,27910,22414,27783,0.0,3936
NC_045512.2,AY394998.1,90.200,1653,143,12,28257,29894,28088,29736,0.0,2137
NC_045512.2,AY394998.1,79.305,1928,358,35,16,1923,1,1907,0.0,1312
NC_045512.2,AY394995.1,82.302,17714,2952,168,3956,21577,3868,21490,0.0,15175
NC_045512.2,AY394995.1,80.063,5417,988,68,22539,27910,22414,27783,0.0,3936
NC_045512.2,AY394995.1,90.200,1653,143,12,28257,29894,28117,29765,0.0,2137
NC_045512.2,AY394995.1,79.232,1926,363,31,16,1923,1,1907,0.0,1306
NC_045512.2,AY394993.1,82.306,17718,2944,172,3956,21577,3868,21490,0.0,15175
NC_045512.2,AY394993.1,80.081,5417,987,68,22539,27910,22414,27783,0.0,3941
NC_045512.2,AY394993.1,90.200,1653,143,12,28257,29894,28088,29736,0.0,2137
NC_045512.2,AY394993.1,79.232,1926,363,31,16,1923,1,1907,0.0,1306
NC_045512.2,AY394992.1,82.305,17717,2946,171,3956,21577,3868,21490,0.0,15175
NC_045512.2,AY394992.1,80.100,5417,986,68,22539,27910,22414,27783,0.0,3947
NC_045512.2,AY394992.1,90.200,1653,143,12,28257,29894,28088,29736,0.0,2137
NC_045512.2,AY394992.1,79.253,1928,359,35,16,1923,1,1907,0.0,1306
NC_045512.2,AY394991.1,82.304,17716,2948,169,3956,21577,3868,21490,0.0,15175
NC_045512.2,AY394991.1,80.081,5417,987,68,22539,27910,22414,27783,0.0,3941
NC_045512.2,AY394991.1,90.200,1653,143,12,28257,29894,28088,29736,0.0,2137
NC_045512.2,AY394991.1,79.305,1928,358,35,16,1923,1,1907,0.0,1312
